id|code|vendor_type|city_alias_code|country_alias_code
2169|COL000033000|citsae|PVA|CO
2170|COL000088000|citsae|PYA|CO
2171|COL000126000|citsae|PYN|CO
2172|COL000086000|citsae|PZA|CO
2173|COL000085000|citsae|RAV|CO
2174|COL000034000|citsae|RCH|CO
2175|COL000110000|citsae|RON|CO
2176|COL000060000|citsae|RVE|CO
2177|COL000137000|citsae|SCA|CO
2178|COL000058000|citsae|SJE|CO
2179|COL000141000|citsae|SJG|CO
2180|COL000074000|citsae|SJH|CO
2181|COL000136000|citsae|SJR|CO
2182|COL000140000|citsae|SMC|CO
2183|COL000035000|citsae|SMR|CO
2184|COL000131000|citsae|SNT|CO
2185|COL000144000|citsae|SOH|CO
2186|COL000056000|citsae|SOX|CO
2187|JAM000ANN000|citsae|SQB|CO
2188|COL000138000|citsae|SQE|CO
2189|COL000143000|citsae|SQF|CO
2190|COL000133000|citsae|SRO|CO
2191|GTM0000SM000|citsae|SRS|CO
2192|COL000135000|citsae|SSD|CO
2193|COL000139000|citsae|SSL|CO
2194|SLV0000SV000|citsae|SVI|CO
2195|COL000146000|citsae|TAU|CO
2196|COL000150000|citsae|TBD|CO
2197|COL000061000|citsae|TCD|CO
2198|COL000036000|citsae|TCO|CO
2199|COL000148000|citsae|TDA|CO
2200|COL000149000|citsae|TIB|CO
2201|COL000037000|citsae|TLU|CO
2202|COL000062000|citsae|TME|CO
2203|COL000147000|citsae|TQS|CO
2204|COL000057000|citsae|TRB|CO
2205|COL000145000|citsae|TTM|CO
2206|COL000038000|citsae|UIB|CO
2207|COL000151000|citsae|ULQ|CO
2208|COL000121000|citsae|ULS|CO
2209|COL000152000|citsae|UNC|CO
2210|COL000154000|citsae|URI|CO
2211|COL000153000|citsae|URR|CO
2212|COL000156000|citsae|VAB|CO
2213|COL000063000|citsae|VGZ|CO
2214|COL000039000|citsae|VUP|CO
2215|COL000040000|citsae|VVC|CO
2216|CRI000001000|citsae|BCL|CR
2217|CRI000015000|citsae|CSC|CR
2218|CRI000013000|citsae|FON|CR
2219|CRI000009000|citsae|GLF|CR
2220|CRI000014000|citsae|GPL|CR
2221|CRI000011000|citsae|JAP|CR
2222|CRI00000L000|citsae|LIO|CR
2223|CRI000010000|citsae|LIR|CR
2224|CRI000018000|citsae|LSL|CR
2225|CRI000019000|citsae|NCT|CR
2226|CRI000002000|citsae|NOB|CR
2227|CRI000016000|citsae|OTR|CR
2228|CRI000003000|citsae|PBP|CR
2229|CRI000004000|citsae|PJM|CR
2230|CRI000020000|citsae|PLD|CR
2231|CRI000005000|citsae|PMZ|CR
2232|CRI000017000|citsae|RFR|CR
2233|CRI0000SJ000|citsae|SJO|CR
2234|CRI000006000|citsae|TMU|CR
2235|CRI000007000|citsae|TNO|CR
2236|CRI000021000|citsae|TOO|CR
2237|CRI000012000|citsae|TTQ|CR
2238|CRI000022000|citsae|UPL|CR
2239|CRI000008000|citsae|XQP|CR
2240|CPV000001000|citsae|BVR|CV
2241|CPV0000MA000|citsae|MMO|CV
2242|CPV000006000|citsae|MTI|CV
2243|CPV000002000|citsae|NTO|CV
2244|CPV0000PR000|citsae|RAI|CV
2245|CPV000003000|citsae|SFL|CV
2246|CPV000005000|citsae|SID|CV
2247|CPV000004000|citsae|SNE|CV
2248|SLV0000SV000|citsae|VXE|CV
2249|CXR000000000|citsae|XCH|CX
2250|CYP000009000|citsae|AKT|CY
2251|CYP000007000|citsae|ECN|CY
2252|CYP000010000|citsae|GEC|CY
2253|CYP000008000|citsae|NIC|CY
2254|CYP000005000|citsae|PFO|CY
2255|CZE000001000|citsae|BRQ|CZ
2256|CZE0000ZL000|citsae|GTW|CZ
2257|CZE0000KA000|citsae|KLV|CZ
2258|CZE000004000|citsae|MKA|CZ
2259|CZE0000OL000|citsae|OLO|CZ
2260|CZE000002000|citsae|OSR|CZ
2261|CZE0000PA000|citsae|PED|CZ
2262|CZE000005000|citsae|PRV|CZ
2263|CZE000006000|citsae|UHE|CZ
2264|CZE000003000|citsae|ZBE|CZ
2265|DEU000007000|citsae|AAH|DE
2266|DEU000AGB000|citsae|MUC|DE
2267|DEU000026000|citsae|AGE|DE
2268|DEU000010000|citsae|AOC|DE
2269|DEU000011000|citsae|BBH|DE
2270|DEU000012000|citsae|BBJ|DE
2271|DEU0000BE000|citsae|BER|DE
2272|DEU000013000|citsae|BFE|DE
2273|DEU000014000|citsae|BGN|DE
2274|DEU000015000|citsae|BMK|DE
2275|DEU000016000|citsae|BMR|DE
2276|DEU000005000|citsae|CGN|DE
2277|DEU0000HB000|citsae|BRE|DE
2278|DEU000017000|citsae|BRV|DE
2279|DEU000018000|citsae|BWE|DE
2280|DEU000019000|citsae|BYU|DE
2281|DEU000044000|citsae|CBU|DE
2282|DEU000MAG000|citsae|CSO|DE
2283|DEU000001000|citsae|DRS|DE
2284|DEU000DUS000|citsae|DUS|DE
2285|DEU000035000|citsae|EIB|DE
2286|DEU000020000|citsae|EME|DE
2287|DEU000009000|citsae|ERF|DE
2288|DEU000054000|citsae|ESS|DE
2289|DEU000034000|citsae|EUM|DE
2290|DEU000002000|citsae|FDH|DE
2291|DEU000057000|citsae|FEL|DE
2292|DEU000KAE000|citsae|FKB|DE
2293|DEU000038000|citsae|FLF|DE
2294|DEU000003000|citsae|FMO|DE
2295|DEU000027000|citsae|FNB|DE
2296|DEU000FFO000|citsae|FRA|DE
2297|DEU000053000|citsae|FRZ|DE
2298|DEU000052000|citsae|GHF|DE
2299|DEU000039000|citsae|GKE|DE
2300|DEU000058000|citsae|GTI|DE
2301|DEU000042000|citsae|GUT|DE
2302|DEU000028000|citsae|GWT|DE
2303|DEU000006000|citsae|HDB|DE
2304|DEU000029000|citsae|HDF|DE
2305|DEU000030000|citsae|HEI|DE
2306|DEU000031000|citsae|HGL|DE
2307|DEU000008000|citsae|HOQ|DE
2308|DEU000047000|citsae|IES|DE
2309|DEU000067000|citsae|ILH|DE
2310|DEU000032000|citsae|JUI|DE
2311|DEU000KEL000|citsae|KEL|DE
2312|DEU000043000|citsae|KLT|DE
2313|DEU000059000|citsae|KOQ|DE
2314|DEU000KAS000|citsae|KSF|DE
2315|DEU000041000|citsae|KZG|DE
2316|DEU0000HH000|citsae|HAM|DE
2317|DEU000LEJ000|citsae|LEJ|DE
2318|DEU000033000|citsae|LGO|DE
2319|DEU000046000|citsae|LHA|DE
2320|DEU000MHG000|citsae|MHG|DE
2321|DEU000048000|citsae|NOD|DE
2322|DEU000021000|citsae|NRD|DE
2323|DEU000055000|citsae|OBF|DE
2324|DEU000066000|citsae|OHR|DE
2325|DEU000004000|citsae|PAD|DE
2326|DEU000062000|citsae|PEF|DE
2327|DEU000063000|citsae|PSH|DE
2328|DEU000040000|citsae|QHU|DE
2329|DEU000049000|citsae|RBM|DE
2330|DEU000051000|citsae|REB|DE
2331|DEU000022000|citsae|RLG|DE
2332|DEU000060000|citsae|RMS|DE
2333|DEU000024000|citsae|SGE|DE
2334|DEU000064000|citsae|SPM|DE
2335|DEU000STR000|citsae|STR|DE
2336|DEU000037000|citsae|SZW|DE
2337|DEU000036000|citsae|UPF|DE
2338|DEU000056000|citsae|URD|DE
2339|DEU000065000|citsae|VAC|DE
2340|DEU000050000|citsae|WBG|DE
2341|DEU000WIB000|citsae|WIE|DE
2342|DEU000025000|citsae|WVN|DE
2343|DEU000061000|citsae|XLW|DE
2344|DJI000001000|citsae|AII|DJ
2345|DJI000000000|citsae|JIB|DJ
2346|DJI000003000|citsae|MHI|DJ
2347|DJI000002000|citsae|OBC|DJ
2348|DJI000004000|citsae|TDJ|DJ
2349|DNK000001000|citsae|AAL|DK
2350|DNK0000AR000|citsae|AAR|DK
2351|DNK000002000|citsae|BLL|DK
2352|DNK000013000|citsae|BYR|DK
2353|DNK000011000|citsae|CNL|DK
2354|DNK000CPH000|citsae|CPH|DK
2355|DNK000004000|citsae|EBJ|DK
2356|DNK000003000|citsae|KRP|DK
2357|DNK000009000|citsae|MRW|DK
2358|DNK000005000|citsae|RNN|DK
2359|DNK000015000|citsae|STA|DK
2360|DNK000007000|citsae|TED|DK
2361|DNK000008000|citsae|VEJ|DK
2362|DOM000000000|citsae|DOM|DM
2363|DOM000007000|citsae|CBJ|DO
2364|DOM000006000|citsae|COZ|DO
2365|DOM000002000|citsae|EPS|DO
2366|DOM000005000|citsae|LRM|DO
2367|DOM000003000|citsae|POP|DO
2368|DOM000004000|citsae|PUJ|DO
2369|CPV0000SD000|citsae|SDQ|DO
2370|CHL0000RM000|citsae|STI|DO
2371|DZA000AAE000|citsae|AAE|DZ
2372|DZA000ALG000|citsae|ALG|DZ
2373|DZA000ADR000|citsae|AZR|DZ
2374|DZA000BJA000|citsae|BJA|DZ
2375|DZA000BAT000|citsae|BLJ|DZ
2376|DZA000BIS000|citsae|BSK|DZ
2377|DZA000001000|citsae|BUJ|DZ
2378|DZA000BEC000|citsae|CBH|DZ
2379|DZA000CZL000|citsae|CZL|DZ
2380|DZA000002000|citsae|DJG|DZ
2381|DZA000003000|citsae|ELG|DZ
2382|DZA000004000|citsae|ELU|DZ
2383|DZA000016000|citsae|GBB|DZ
2384|DZA000011000|citsae|GHA|DZ
2385|DZA000012000|citsae|GJL|DZ
2386|DZA000013000|citsae|HME|DZ
2387|DZA000014000|citsae|IAM|DZ
2388|DZA000020000|citsae|INF|DZ
2389|DZA000015000|citsae|INZ|DZ
2390|DZA000005000|citsae|MUW|DZ
2391|DZA000OUA000|citsae|OGX|DZ
2392|DZA000ORA000|citsae|ORN|DZ
2393|DZA000SET000|citsae|QSF|DZ
2394|DZA000SKI000|citsae|SKI|DZ
2395|DZA000007000|citsae|TEE|DZ
2396|DZA000008000|citsae|TGR|DZ
2397|DZA000TIA000|citsae|TID|DZ
2398|DZA000TIN000|citsae|TIN|DZ
2399|DZA000009000|citsae|TLM|DZ
2400|DZA000TAM000|citsae|TMR|DZ
2401|DZA000010000|citsae|TMX|DZ
2402|DZA000ILL000|citsae|VVZ|DZ
2403|ECU000002000|citsae|ATF|EC
2404|ECU000003000|citsae|BHA|EC
2405|ESP000CUE000|citsae|CUE|EC
2406|ECU000011000|citsae|ESM|EC
2407|ECU00000W000|citsae|GPS|EC
2408|ECU000001000|citsae|GYE|EC
2409|ECU000007000|citsae|JIP|EC
2410|ECU000005000|citsae|LGQ|EC
2411|ECU00000L000|citsae|LOH|EC
2412|ECU000010000|citsae|MCH|EC
2413|ECU000009000|citsae|MEC|EC
2414|ECU000014000|citsae|MRR|EC
2415|ECU000016000|citsae|MZD|EC
3622|JPN000069000|citsae|MYE|JP
3623|JPN000057000|citsae|MYJ|JP
3624|JPN000042000|citsae|NGS|JP
3625|JPN000061000|citsae|NJA|JP
3626|JPN000070000|citsae|OBO|JP
3627|JPN000071000|citsae|OGN|JP
3628|JPN000072000|citsae|OIM|JP
3629|JPN000073000|citsae|OIR|JP
3630|JPN000044000|citsae|OIT|JP
3631|JPN000074000|citsae|OKE|JP
3632|JPN000075000|citsae|OKI|JP
3633|JPN000033000|citsae|OKJ|JP
3634|JPN000060000|citsae|OMJ|JP
3635|JPN000076000|citsae|ONJ|JP
3636|JPN000077000|citsae|RBJ|JP
3637|JPN000078000|citsae|RIS|JP
3638|JPN000079000|citsae|RNJ|JP
3639|JPN000050000|citsae|SDJ|JP
3640|JPN000057000|citsae|SDS|JP
3641|JPN000080000|citsae|SHB|JP
3642|JPN000064000|citsae|SHI|JP
3643|JPN000081000|citsae|SHM|JP
3644|JPN000082000|citsae|SYO|JP
3645|JPN000083000|citsae|TAK|JP
3646|JPN000067000|citsae|TJH|JP
3647|JPN000084000|citsae|TKN|JP
3648|JPN000054000|citsae|TKS|JP
3649|JPN000085000|citsae|TNE|JP
3650|JPN000016000|citsae|TOY|JP
3651|JPN000086000|citsae|TRA|JP
3652|JPN000087000|citsae|TSJ|JP
3653|JPN000031000|citsae|TTJ|JP
3654|JPN000062000|citsae|UBJ|JP
3655|JPN000088000|citsae|UEO|JP
3656|JPN000089000|citsae|WKJ|JP
3657|JPN000090000|citsae|YGJ|JP
3658|JPN000048000|citsae|YOK|JP
3659|KEN000001000|citsae|ASV|KE
3660|KEN000002000|citsae|BMQ|KE
3661|KEN000012000|citsae|EYS|KE
3662|KEN000013000|citsae|FER|KE
3663|KEN000GAS000|citsae|GAS|KE
3664|KEN000014000|citsae|HOA|KE
3665|KEN000015000|citsae|ILU|KE
3666|KEN000KEY000|citsae|KEY|KE
3667|KEN000KIS000|citsae|KIS|KE
3668|KEN000017000|citsae|KIU|KE
3669|KEN000018000|citsae|KLK|KE
3670|KEN000019000|citsae|KRV|KE
3671|KEN000016000|citsae|KTL|KE
3672|KEN000008000|citsae|KWY|KE
3673|KEN000009000|citsae|LAU|KE
3674|KEN000022000|citsae|LBK|KE
3675|KEN000020000|citsae|LBN|KE
3676|KEN000010000|citsae|LKG|KE
3677|KEN000021000|citsae|LKU|KE
3678|KEN000011000|citsae|LOK|KE
3679|KEN000023000|citsae|LOY|KE
3680|KEN000MOM000|citsae|MBA|KE
3681|KEN000003000|citsae|MRE|KE
3682|KEN000026000|citsae|MUM|KE
3683|KEN000004000|citsae|MYD|KE
3684|KEN000MAN000|citsae|NDE|KE
3685|KEN000NUU000|citsae|NUU|KE
3686|KEN000027000|citsae|NYE|KE
3687|KEN000005000|citsae|NYK|KE
3688|KEN000028000|citsae|NZO|KE
3689|KEN000025000|citsae|OYL|KE
3690|KEN000024000|citsae|RBT|KE
3691|KEN000006000|citsae|UAS|KE
3692|KEN000007000|citsae|UKA|KE
3693|KEN0000NA000|citsae|NBO|KE
3694|KEN000WJR000|citsae|WJR|KE
3695|KGZ0000GB000|citsae|FRU|KG
3696|KGZ00000O000|citsae|OSS|KG
3697|KHM000KKZ000|citsae|KKZ|KH
3698|KHM000KMT000|citsae|KMT|KH
3699|KHM000004000|citsae|KOS|KH
3700|KHM000002000|citsae|KTI|KH
3701|KHM0000KM000|citsae|KZC|KH
3702|KHM000005000|citsae|KZD|KH
3703|KHM000KZK000|citsae|KZK|KH
3704|KHM000006000|citsae|MWV|KH
3705|KHM000007000|citsae|OMY|KH
3706|KHM0000PL000|citsae|PAI|KH
3707|KHM000PNH000|citsae|PNH|KH
3708|KHM000001000|citsae|RBE|KH
3709|KHM000REP000|citsae|REP|KH
3710|KHM000TNX000|citsae|TNX|KH
3711|KIR000004000|citsae|AAK|KI
3712|KIR000005000|citsae|ABF|KI
3713|KIR000006000|citsae|AEA|KI
3714|KIR000007000|citsae|AIS|KI
3715|KIR000001000|citsae|BEZ|KI
3716|KIR000009000|citsae|CIS|KI
3717|CXR000000000|citsae|CXI|KI
3718|KIR000010000|citsae|KUC|KI
3719|KIR000013000|citsae|MNK|KI
3720|KIR000011000|citsae|MTK|KI
3721|KIR000012000|citsae|MZK|KI
3722|KIR000014000|citsae|NIG|KI
3723|KIR000015000|citsae|NON|KI
3724|KIR000008000|citsae|OOT|KI
3725|KIR000016000|citsae|TBF|KI
3726|KIR000018000|citsae|TMN|KI
3727|KIR000019000|citsae|TNQ|KI
3728|KIR000017000|citsae|TNV|KI
3729|KIR000002000|citsae|TRW|KI
3730|KIR000003000|citsae|TSU|KI
3731|COM000003000|citsae|NWA|KM
3732|COM000002000|citsae|YVA|KM
3733|KNA000001000|citsae|SKB|KN
3734|PRK000FNJ000|citsae|FNJ|KP
3735|KOR044KMH000|citsae|CHF|KR
3736|CHN045003024|citsae|CHN|KR
3737|KOR000001000|citsae|CJU|KR
3738|CHN013001083|citsae|HIN|KR
3739|KOR028000000|citsae|JCN|KR
3740|KOR000006000|citsae|JGE|KR
3741|CHN042010024|citsae|KAG|KR
3742|KOR043KPO000|citsae|KPO|KR
3743|KOR047KUV000|citsae|KUV|KR
3744|KOR000007000|citsae|KUZ|KR
3745|KOR029000000|citsae|KWJ|KR
3746|KOR048MOK000|citsae|MPK|KR
3747|KOR000003000|citsae|MWX|KR
3748|KOR049OSN000|citsae|OSN|KR
3749|KOR026000000|citsae|PUS|KR
3750|KOR000004000|citsae|RSU|KR
3751|KOR000002000|citsae|SHO|KR
3752|KOR011000000|citsae|SEL|KR
3753|KOR042SUK000|citsae|SUK|KR
3754|KOR049SUO000|citsae|SWU|KR
3755|KOR048SYS000|citsae|SYS|KR
3756|KOR027000000|citsae|TAE|KR
3757|KOR031000000|citsae|USN|KR
3758|KOR042WJU000|citsae|WJU|KR
3759|KOR000005000|citsae|YEC|KR
3760|CYM000001000|citsae|GCM|KY
3761|CYM000002000|citsae|LYB|KY
3762|KAZ000ALA000|citsae|ALA|KZ
3763|KAZ000002000|citsae|ATX|KZ
3764|KAZ000003000|citsae|AYK|KZ
3765|KAZ000BXH000|citsae|BXH|KZ
3766|BDI000001000|citsae|BXJ|KZ
3767|KAZ000004000|citsae|CIT|KZ
3768|KAZ000013000|citsae|DMB|KZ
3769|KAZ000DZH000|citsae|DZN|KZ
3770|KAZ000EKB000|citsae|EKB|KZ
3771|KAZ000008000|citsae|GUW|KZ
3772|KAZ000015000|citsae|HRC|KZ
3773|KAZ000KAR000|citsae|KGF|KZ
3774|KAZ000011000|citsae|KOV|KZ
3775|KAZ000007000|citsae|KSN|KZ
3776|KAZ000KZY000|citsae|KZO|KZ
3777|KAZ000012000|citsae|PLX|KZ
3778|RUS000PKC000|citsae|PPK|KZ
3779|KAZ000005000|citsae|PWQ|KZ
3780|KAZ000009000|citsae|SCO|KZ
3781|KAZ000014000|citsae|SZI|KZ
3782|KAZ000010000|citsae|TDK|KZ
3783|KAZ000AST000|citsae|TSE|KZ
3784|KAZ000006000|citsae|UKK|KZ
3785|KAZ000001000|citsae|URA|KZ
3786|LAO0000AT000|citsae|AOU|LA
3787|LAO000002000|citsae|HOE|LA
3788|LAO000006000|citsae|KOG|LA
3789|LAO000003000|citsae|LPQ|LA
3790|LAO0000LM000|citsae|LXG|LA
3791|LAO000007000|citsae|NEU|LA
3792|LAO000001000|citsae|PKZ|LA
3793|LAO000004000|citsae|THK|LA
3794|LAO0000SL000|citsae|VNA|LA
3795|LAO000008000|citsae|VNG|LA
3796|LAO0000VI000|citsae|VTE|LA
3797|LAO000005000|citsae|XIE|LA
3798|LAO0000XI000|citsae|XKH|LA
3799|LAO0000XA000|citsae|ZBY|LA
3800|LAO0000SV000|citsae|ZVK|LA
3801|LBN0000BA000|citsae|BEY|LB
3802|LCA000000000|citsae|SLU|LC
3803|LKA000001000|citsae|ADP|LK
3804|LKA000BTC000|citsae|BTC|LK
3805|LKA000CMB000|citsae|CMB|LK
3806|LKA000JAF000|citsae|JAF|LK
3807|LKA000007000|citsae|MNH|LK
3808|LKA000TRR000|citsae|TRR|LK
3809|LBR000001000|citsae|BYL|LR
3810|LBR000005000|citsae|CPA|LR
3811|LBR000004000|citsae|FOY|LR
3812|LBR000003000|citsae|GRC|LR
3813|LBR0000NI000|citsae|NIA|LR
3814|LBR0000RI000|citsae|RVC|LR
3815|LBR000007000|citsae|SAZ|LR
3816|LBR000006000|citsae|THC|LR
3817|LBR000008000|citsae|TPT|LR
3818|LBR000002000|citsae|UCN|LR
3819|LBR000011000|citsae|VOI|LR
3820|LBR000009000|citsae|WES|LR
3821|LBR000010000|citsae|WOI|LR
3822|LBR0000SI000|citsae|SNI|LR
3823|LSO000001000|citsae|LEF|LS
3824|LSO000002000|citsae|LES|LS
3825|LSO00000C000|citsae|LRB|LS
3826|LSO00000E000|citsae|MFC|LS
3827|LSO00000J000|citsae|MKH|LS
3828|LSO000003000|citsae|MSG|LS
3829|LSO00000A000|citsae|MSU|LS
3830|LSO000004000|citsae|PEL|LS
3831|LSO000007000|citsae|SHK|LS
3832|LSO000006000|citsae|SHZ|LS
3833|LSO000008000|citsae|SKQ|LS
3834|LSO000009000|citsae|SOK|LS
3835|LSO000010000|citsae|THB|LS
3836|LSO000011000|citsae|TKO|LS
3837|LSO000005000|citsae|UNE|LS
3838|LSO00000G000|citsae|UTG|LS
3839|LTU0000KA000|citsae|KUN|LT
3840|LTU0000PA000|citsae|PNV|LT
3841|LTU000001000|citsae|SQQ|LT
3842|LTU0000VI000|citsae|VNO|LT
3843|BEL000WLX000|citsae|LUX|LU
3844|LVA000LPK000|citsae|LPX|LV
3845|LVA000RGA000|citsae|RIX|LV
3846|LBY000003000|citsae|AKF|LY
3847|LBY000004000|citsae|BCQ|LY
3848|LBY000002000|citsae|BEN|LY
3849|LBY000011000|citsae|DNF|LY
3850|LBY000008000|citsae|GHT|LY
3851|LBY000009000|citsae|HUQ|LY
3852|LBY000001000|citsae|LAQ|LY
3853|LBY000013000|citsae|LMQ|LY
3854|LBY000012000|citsae|LTD|LY
3855|LBY000015000|citsae|MJI|LY
3856|LBY000005000|citsae|MRA|LY
3857|LBY000014000|citsae|NFR|LY
3858|LBY000010000|citsae|QUB|LY
3859|LBY000006000|citsae|SEB|LY
3860|TUR000SII000|citsae|SRX|LY
3861|LBY000007000|citsae|TOB|LY
3862|USAAP1514000|citsae|WAX|LY
3863|MAR000005000|citsae|AHU|MA
3864|MAR000CBL000|citsae|CAS|MA
3865|MAR000008000|citsae|ERH|MA
3866|MAR000006000|citsae|ESU|MA
3867|MAR000007000|citsae|EUN|MA
3868|MAR000FES000|citsae|FEZ|MA
3869|MAR000013000|citsae|GLN|MA
3870|MAR000MKN000|citsae|MEK|MA
3871|MAR000001000|citsae|NDR|MA
3872|MAR000012000|citsae|NNA|MA
3873|MAR000002000|citsae|OUD|MA
3874|MAR000003000|citsae|OZZ|MA
3875|MAR000MRK000|citsae|RAK|MA
3876|MAR000RSA000|citsae|RBA|MA
3877|MAR000015000|citsae|SEK|MA
3878|MAR000009000|citsae|SFI|MA
3879|MAR000010000|citsae|SII|MA
3880|MAR000014000|citsae|SMW|MA
3881|MAR000016000|citsae|TFY|MA
3882|MAR000TGR000|citsae|TNG|MA
3883|MAR000011000|citsae|TTA|MA
3884|MAR000TET000|citsae|TTU|MA
3885|MAR000004000|citsae|VIL|MA
3886|MDA000001000|citsae|BZY|MD
3887|SCG000001000|citsae|TIV|ME
3888|PER0000SM000|citsae|SFG|MF
3889|MDG000024000|citsae|AHY|MG
3890|MDG000001000|citsae|AMB|MG
3891|MDG000002000|citsae|AMP|MG
3892|MDG000003000|citsae|AMY|MG
3893|MDG000004000|citsae|ANM|MG
3894|MDG000005000|citsae|ATJ|MG
3895|MDG000006000|citsae|BKU|MG
3896|MDG000007000|citsae|BMD|MG
3897|MDG000008000|citsae|BPY|MG
3898|PNG000043000|citsae|BSV|MG
3899|NLD000004000|citsae|BZM|MG
3900|MDG0000AS000|citsae|DIE|MG
3901|MDG000041000|citsae|DOA|MG
3902|MDG000053000|citsae|DWB|MG
3903|MDG000025000|citsae|FTU|MG
3904|MDG000028000|citsae|HVA|MG
3905|MDG000058000|citsae|IHO|MG
3906|MDG000059000|citsae|ILK|MG
3907|MDG000029000|citsae|IVA|MG
3908|MDG000026000|citsae|JVA|MG
3909|MDG000050000|citsae|MJA|MG
3910|MDG000027000|citsae|MJN|MG
3911|MDG000046000|citsae|MNJ|MG
3912|MDG000009000|citsae|MOQ|MG
3913|MDG000052000|citsae|MXM|MG
3914|MDG000010000|citsae|MXT|MG
3915|MDG000011000|citsae|NOS|MG
3916|MDG000038000|citsae|OVA|MG
3917|MDG000042000|citsae|RVA|MG
3918|JAM000MAR000|citsae|SMS|MG
3919|MDG000012000|citsae|SVB|MG
3920|MDG000054000|citsae|TDV|MG
3921|MDG000013000|citsae|TLE|MG
3922|MDG000014000|citsae|TMM|MG
3923|MDG000040000|citsae|TTS|MG
3924|MDG000015000|citsae|TVA|MG
3925|MDG000055000|citsae|VAT|MG
3926|MDG000056000|citsae|VND|MG
3927|MDG000057000|citsae|VOH|MG
3928|MDG000044000|citsae|VVB|MG
3929|MDG000031000|citsae|WAD|MG
3930|MDG000016000|citsae|WAI|MG
3931|MDG000032000|citsae|WAK|MG
3932|MDG000017000|citsae|WAM|MG
3933|MDG000018000|citsae|WAQ|MG
3934|MDG000037000|citsae|WBD|MG
3935|MDG000035000|citsae|WBE|MG
3936|MDG000039000|citsae|WBO|MG
3937|MDG0000FN000|citsae|WFI|MG
3938|MDG000048000|citsae|WMA|MG
3939|MDG000047000|citsae|WMD|MG
3940|MDG000045000|citsae|WML|MG
3941|MDG000019000|citsae|WMN|MG
3942|MDG000049000|citsae|WMP|MG
3943|MDG000020000|citsae|WMR|MG
3944|MDG000043000|citsae|WMV|MG
3945|MDG000034000|citsae|WOR|MG
3946|MDG000036000|citsae|WPB|MG
3947|MDG000021000|citsae|WTA|MG
3948|MDG000022000|citsae|WTS|MG
3949|MDG000023000|citsae|WVK|MG
3950|MDG000051000|citsae|ZVA|MG
3951|MDG000030000|citsae|ZWA|MG
3952|MHL000013000|citsae|AIC|MH
3953|MHL000014000|citsae|AIM|MH
3954|MHL000015000|citsae|AIP|MH
3955|MHL000001000|citsae|AUL|MH
3956|MHL000002000|citsae|BII|MH
3957|MHL000033000|citsae|EBN|MH
3958|MHL000028000|citsae|EBO|MH
3959|MHL000005000|citsae|ENT|MH
3960|MHL000034000|citsae|IMI|MH
3961|MHL000016000|citsae|JAT|MH
3962|MHL000017000|citsae|JEJ|MH
3963|MHL000018000|citsae|KBT|MH
3964|MHL000019000|citsae|KIO|MH
3965|MHL000020000|citsae|KWA|MH
3966|MHL000021000|citsae|LIK|MH
3967|MHL000022000|citsae|LML|MH
3968|MHL000030000|citsae|LOF|MH
3969|MHL000023000|citsae|MAJ|MH
3970|MHL000024000|citsae|MAV|MH
3971|MHL000025000|citsae|MIJ|MH
3972|MHL000026000|citsae|MJB|MH
3973|MHL000027000|citsae|MJE|MH
3974|MHL000006000|citsae|NDK|MH
3975|MHL000029000|citsae|RNP|MH
3976|MHL000031000|citsae|TBV|MH
3977|MHL000032000|citsae|TIC|MH
3978|MHL000007000|citsae|UIT|MH
3979|MHL000008000|citsae|UJE|MH
3980|MHL000009000|citsae|UTK|MH
3981|MHL000010000|citsae|WJA|MH
3982|MHL000011000|citsae|WTE|MH
3983|MHL000012000|citsae|WTO|MH
3984|MLI000007000|citsae|EYL|ML
3985|MLI0000GA000|citsae|GAQ|ML
3986|MLI000001000|citsae|GUD|ML
3987|MLI000002000|citsae|KNZ|ML
3988|MLI0000SK000|citsae|KSS|ML
3989|MLI000003000|citsae|KTX|ML
3990|MLI0000KY000|citsae|KYS|ML
3991|MLI0000MP000|citsae|MZI|ML
3992|MLI000006000|citsae|NIX|ML
3993|MLI000005000|citsae|NRM|ML
3994|MLI0000SG000|citsae|SZU|ML
3995|MLI0000TB000|citsae|TOM|ML
3996|MMR000002000|citsae|AKY|MM
3997|MMR000003000|citsae|BMO|MM
3998|MMR000004000|citsae|BSX|MM
3999|MMR000025000|citsae|GAW|MM
4000|MMR000026000|citsae|GWA|MM
4001|MMR000038000|citsae|HEB|MM
4002|MMR000013000|citsae|HEH|MM
4003|MMR000027000|citsae|HOX|MM
4004|MMR000014000|citsae|KAW|MM
4005|MMR000015000|citsae|KET|MM
4006|MMR000016000|citsae|KHM|MM
4007|MMR000017000|citsae|KMV|MM
4008|MMR000018000|citsae|KYP|MM
4009|MMR000028000|citsae|KYT|MM
4010|MMR000019000|citsae|LIW|MM
4011|MMR000020000|citsae|LSH|MM
4012|MMR000001000|citsae|MDL|MM
4013|MMR000032000|citsae|MGK|MM
4014|MMR000030000|citsae|MGU|MM
4015|MMR000021000|citsae|MGZ|MM
4016|MMR000005000|citsae|MNU|MM
4017|MMR000031000|citsae|MOE|MM
4018|MMR000006000|citsae|MOG|MM
4019|MMR000029000|citsae|MWQ|MM
4020|MMR000007000|citsae|MYT|MM
4021|MMR000035000|citsae|NMS|MM
4022|MMR000034000|citsae|NMT|MM
4023|MMR000008000|citsae|NYU|MM
