id|airport_code|code
6692|KOX|IDN000131000
6693|CYG|AUS000363000
6694|CRX|USAAP1248000
6695|YKC|CAN000337000
6696|KCE|AUS000364000
6697|KWZ|COD000035000
6698|XCN|PHL000055000
6699|CSA|GBR000081000
6700|KDE|PNG000227000
6701|KCR|USAAP1249000
6702|KVU|FJI000018000
6703|YCT|CAN000338000
6704|CDQ|AUS000365000
6705|CCT|ARG000041000
6706|HOC|PNG000228000
6707|KCJ|PNG000229000
6708|JCO|MLT000002000
6709|CKO|BRA000214000
6710|KKG|GUY000013000
6711|KPA|PNG000230000
6712|CPO|CHL000033000
6713|CZC|USAAP1250000
6714|CQS|BRA000215000
6715|KMW|RUS000KOS000
6716|OTR|CRI000016000
6717|IXN|IND000088000
6718|CBV|GTM000009000
6719|CVE|COL000105000
6720|KSP|PNG000231000
6721|KIG|ZAF000042000
6722|COI|USAAP1251000
6723|COF|USAAP1251000
6724|CDO|ZAF000043000
6725|XCL|CAN000339000
6726|LFO|ETH000040000
6727|CKV|USAAP1252000
6728|CRB|AUS000366000
6729|KRU|PNG000232000
6730|CZJ|PAN000020000
6731|KRA|AUS000367000
6732|KHU|UKR000098000
6733|CEW|USAAP1253000
6734|CSD|AUS000368000
6735|CXQ|AUS000369000
6736|CYE|USAAP1254000
6737|CLC|USAAP1255000
6738|CVC|AUS000370000
6739|CFT|USAAP1256000
6740|CFH|AUS000371000
6741|YLM|CAN000340000
6742|CZY|AUS000372000
6743|CCG|USAAP1257000
6744|CKR|USAAP1258000
6745|CKI|AUS000373000
6746|CRN|GBR000082000
6747|CRT|USAAP1259000
6748|CTY|USAAP1260000
6749|YCR|CAN000341000
6750|NRC|USAAP1261000
6751|CLX|ARG000042000
6752|KOM|PNG000233000
6753|KPM|PNG000234000
6754|KEI|IDN000132000
6755|KWR|SLB000030000
6756|KWV|PNG000235000
6757|IXK|IND000089000
6758|KMB|PNG000236000
6759|KOQ|DEU000059000
6760|CUY|AUS000374000
6761|KYZ|RUS000KYZ000
6762|KNT|USAAP1262000
6763|KCI|IDN000133000
6764|KOG|LAO000006000
6765|SBI|GIN000002000
6766|KPF|PNG000237000
6767|KOO|COD000036000
6768|GKO|GAB000020000
6769|KUZ|KOR000007000
6770|VIB|MEX000046000
6771|FXO|MOZ000018000
6772|KEV|FIN000017000
6773|CUG|AUS000375000
6774|NCO|USAAP1263000
6775|KKP|AUS000376000
6776|KHL|BGD000KHL000
6777|YCO|CAN000342000
6778|KTX|MLI000003000
6779|YGW|CAN000343000
6780|CLH|AUS000377000
6781|KPG|GUY000014000
6782|CRJ|AUS000378000
6783|KOH|AUS000379000
6784|COY|AUS000380000
6785|KUR|AFG000011000
6786|URE|EST000003000
6787|LKK|USAAP1264000
6788|CUI|COL000106000
6789|KUC|KIR000010000
6790|COB|AUS000381000
6791|KUU|IND000090000
6792|CPU|BRA000216000
6793|UZU|ARG000043000
6794|KRD|AUS000382000
6795|KOL|CAF000017000
6796|KMS|GHA000002000
6797|CLA|BGD000006000
6798|KQB|AUS000383000
6799|UUK|USAAP1265000
6800|KUP|PNG000238000
6801|JLA|USAAP1266000
6802|COH|IND000091000
6803|HJT|MNG000017000
6804|KST|SDN000018000
6805|KOB|CMR000017000
6806|KUX|PNG000239000
6807|NYG|USAAP1267000
6808|UQE|USAAP1268000
6809|UIL|USAAP1269000
6810|UIR|AUS000384000
6811|UIQ|VUT000029000
6812|SVP|AGO000020000
6813|CTI|AGO000021000
6814|UEE|AUS000385000
6815|KON|VNM000024000
6816|LEZ|HND000018000
6817|LKB|FJI000019000
6818|LBY|FRA000089000
6819|LEK|GIN000LAB000
6820|RBI|FJI000020000
6821|LPO|USAAP1270000
6822|LBR|BRA000217000
6823|LDM|USAAP1271000
6824|LDO|SUR000005000
6825|RFA|CAF000018000
6826|LOL|USAAP1272000
6827|LFR|VEN000037000
6828|YAR|CAN000344000
6829|YAH|CAN000345000
6830|LAJ|BRA000218000
6831|LGY|VEN000038000
6832|RJB|NPL000027000
6833|RAA|PNG000240000
6834|LCL|CUB000024000
6835|LKA|IDN000134000
6836|PCO|MEX000047000
6837|LAV|WSM000003000
6838|EDM|FRA000090000
6839|RMD|IND000092000
6840|LMG|PNG000241000
6841|RHP|NPL000028000
6842|LDN|NPL000029000
6843|RCY|BHS000025000
6844|RMS|DEU000060000
6845|LPE|COL000107000
6846|KLN|USAAP1273000
6847|LHS|ARG000044000
6848|RSP|USAAP1274000
6849|RSN|USAAP1275000
6850|LGT|COL000108000
6851|LKR|SOM000018000
6852|LRU|USA0NMLRU000
6853|LLH|HND000019000
6854|LTH|USAAP1276000
6855|LLS|ARG000045000
6856|LTL|GAB000021000
6857|ZLT|CAN000346000
6858|LVP|IRN000057000
6859|RAN|ITA000025000
6860|PCJ|PRY000008000
6861|POC|USAAP1277000
6862|RAZ|PAK000032000
6863|LUI|SLV0000UN000
6864|RJI|IND000093000
6865|LTC|TCD000009000
6866|LGM|PNG000242000
6867|ORI|USAAP1278000
6868|XLU|BFA000017000
6869|LEF|LSO000001000
6870|YLS|CAN000347000
6871|LYT|AUS000386000
6872|LCO|COG000015000
6873|LKC|COG000016000
6874|CYA|HTI000005000
6875|LBN|KEN000020000
6876|LFP|AUS000387000
6877|LGE|AUS000388000
6878|LAL|USAAP1279000
6879|LKD|AUS000389000
6880|LKU|KEN000021000
6881|LKY|TZA000010000
6882|LMY|PNG000243000
6883|LNH|AUS000390000
6884|LEO|GAB000022000
6885|LKS|USAAP1280000
6886|LKP|USAAP1281000
6887|LHI|IDN000135000
6888|LRB|LSO00000C000
6889|RVV|PYF000032000
6890|LRJ|USAAP1282000
6891|LEM|USAAP1283000
6892|LIZ|USAAP1284000
6893|XLW|DEU000061000
6894|LES|LSO000002000
6895|LTM|GUY000015000
6896|LNG|PNG000244000
6897|LSO|FRA000091000
6898|LDG|RUS000071000
6899|LTF|PNG000245000
6900|LIV|USAAP1285000
6901|FRI|USAAP1286000
6902|LBQ|GAB000023000
6903|LNM|PNG000246000
6904|WJF|USA0CAWJF000
6905|RZH|USA0CAWJF000
6906|WRH|USAAP1287000
6907|RNG|USAAP1288000
6908|RBK|USAAP1289000
6909|RHE|FRA000092000
6910|LDW|AUS000391000
6911|RSK|IDN000136000
6912|LNC|PNG000247000
6913|RPX|USAAP1290000
6914|LTG|NPL000030000
6915|RXA|YEM000011000
6916|LDR|YEM000012000
6917|LWH|AUS000392000
6918|LUU|AUS000393000
6919|LUT|AUS000394000
6920|LRQ|CAN000348000
6921|LVL|USAAP1091000
6922|LHP|PNG000248000
6923|REA|PYF000033000
6924|PBT|PRY000009000
6925|RDB|USAAP1291000
6926|YQF|CAN000349000
6927|RDR|USAAP1292000
6928|RCL|VUT000030000
6929|YRS|CAN000350000
6930|RDC|BRA000219000
6931|REI|GUF000001000
6932|RHA|ISL000027000
6933|YFR|CAN000351000
6934|REW|IND000094000
6935|RVO|ZAF000044000
6936|REY|BOL000018000
6937|RGT|IDN000137000
6938|RFR|CRI000017000
6939|RIJ|PER000019000
6940|ROY|ARG000046000
6941|RYO|ARG000047000
6942|RHD|ARG000048000
6943|RCT|USAAP1293000
6944|RED|USAAP1294000
6945|RVC|LBR0000RI000
6946|RIV|USAAP1295000
6947|RIR|USAAP1295000
6948|RAL|USAAP1295000
6949|JRD|USAAP1295000
6950|YYI|CAN000352000
6951|YRN|CAN000353000
6952|YWY|CAN000354000
6953|VLP|BRA000220000
6954|PCC|COL000109000
6955|PUR|BOL000019000
6956|YFL|CAN000355000
6957|LYE|GBR000083000
6958|RLD|USAAP1296000
6959|YAJ|CAN000356000
6960|LPN|PNG000249000
6961|LEP|BRA000221000
6962|LWA|PHL000056000
6963|LIE|COD000037000
6964|LBK|KEN000022000
6965|LDK|SWE000044000
6966|LVB|BRA000222000
6967|YLR|CAN000357000
6968|LGH|AUS000395000
6969|LIX|MWI000007000
6970|IXI|IND000095000
6971|LMR|ZAF000045000
6972|LMH|CRI00000L000
6973|LIU|ITA000026000
6974|LLL|AUS000396000
6975|LIQ|COD000038000
6976|LEE|USAAP1297000
6977|ZGR|CAN000358000
6978|FLV|USAAP1298000
6979|VUU|MWI000008000
6980|YJF|CAN000359000
6981|LIB|AUS000397000
6982|LLP|AUS000398000
6983|LTP|AUS000399000
6984|LGN|PNG000250000
6985|RDS|ARG000049000
6986|LWE|IDN000138000
6987|IWO|JPN000110000
6988|RON|COL000110000
6989|GGC|AGO000022000
6990|RNP|MHL000029000
6991|LZI|COD000039000
6992|LCP|ARG000050000
6993|LNI|USAAP1299000
6994|LNR|USAAP1300000
6995|LSM|MYS000031000
6996|LSU|MYS000032000
6997|LOI|BRA000223000
6998|LBM|MOZ000019000
6999|UAL|AGO000023000
7000|LUO|AGO000024000
7001|LGX|SOM000019000
7002|LBZ|AGO000025000
7003|LXU|ZMB000011000
7004|LUB|GUY000016000
7005|LFB|MOZ000020000
7006|RMN|PNG000251000
7007|RUM|NPL000031000
7008|LBO|COD000040000
7009|LOY|KEN000023000
7010|LZA|COD000041000
7011|RUV|GTM000010000
7012|YWO|CAN000360000
7013|RNR|PNG000252000
7014|RRV|AUS000400000
7015|RUP|IND000096000
7016|UCK|UKR000022000
7017|RUK|NPL000032000
7018|RHG|RWA0000RU000
7019|BYI|USAAP1301000
7020|RSS|SDN000019000
7021|RTP|AUS000401000
7022|WPK|AUS000402000
7023|RTG|IDN000139000
7024|RUU|PNG000253000
7025|LUJ|ZAF000046000
7026|LOW|USAAP1302000
7027|LFN|USAAP1303000
7028|LUS|COD000042000
7029|LZM|AGO000026000
7030|GSA|MYS000033000
7031|LDZ|ZAF000047000
7032|NDU|NAM000025000
7033|BQH|GBR000084000
7034|RNT|USAAP1304000
7035|RAU|BGD000007000
7036|LYK|IDN000140000
7037|RBU|AUS000403000
7038|ROH|AUS000404000
7039|RBC|AUS000405000
7040|RIM|PER000020000
7041|RTI|IDN000141000
7042|RPA|NPL000033000
7043|RKI|IDN000142000
7044|RKY|AUS000406000
7045|RDA|AUS000407000
7046|REO|USA000RMG000
7047|FAL|USAAP1305000
7048|RPB|AUS000408000
7049|RPV|AUS000409000
7050|RSB|AUS000410000
7051|RLP|AUS000411000
7052|RSX|USAAP1306000
7053|XRR|CAN000361000
7054|RTD|USAAP1307000
7055|RTA|FJI000021000
7056|RWB|USAAP1308000
7057|RBO|BOL000020000
7058|RFS|NIC000004000
7059|RHL|AUS000412000
7060|LNQ|PNG000254000
7061|LOQ|BWA000011000
7062|LOF|MHL000030000
7063|LGU|USAAP1309000
7064|LPH|GBR000085000
7065|LJA|COD000043000
7066|LOC|AUS000413000
7067|LOT|USAAP1310000
7068|LHV|USAAP1311000
7069|LRG|PAK000033000
7070|LOA|AUS000414000
7071|LRI|COL000111000
7072|WLR|USAAP1312000
7073|LMX|COL000112000
7074|LSQ|USA0CALAX000
7075|LOX|GTM000011000
7076|LAM|USAAP1313000
7077|LOB|CHL000034000
7078|LSN|USAAP1314000
7079|LRV|VEN000039000
7080|LMD|ARG000051000
7081|LSL|CRI000018000
7082|LTV|AUS000415000
7083|LWI|PNG000255000
7084|MPQ|JOR0000MN000
7085|AMO|TCD000010000
7086|USI|GUY000017000
7087|MPF|PNG000256000
7088|MBB|AUS000416000
7089|MYH|USAAP1315000
7090|MXI|PHL000057000
7091|WMV|MDG000043000
7092|MJW|ZWE000006000
7093|LDA|IND000097000
7094|MRF|USAAP1316000
7095|MGG|PNG000257000
7096|MUP|AUS000417000
7097|MRJ|HND000020000
7098|MRP|AUS000418000
7099|MLK|USAAP1317000
7100|MFC|LSO00000E000
7101|OMF|JOR0000MF000
7102|GDG|RUS000072000
7103|MGD|BOL000021000
7104|MWQ|MMR000029000
7105|VVB|MDG000044000
7106|MHA|TUN0000MH000
7107|GQJ|GBR000086000
7108|XMG|NPL000034000
7109|MPG|PNG000258000
7110|MFW|MOZ000021000
7111|MTK|KIR000011000
7112|MQD|ARG000052000
7113|KMK|COG000017000
7114|MRR|ECU000014000
7115|NAD|COL000113000
7116|XMS|ECU000015000
7117|MQE|AUS000419000
7118|MRK|USAAP1318000
7119|MKU|GAB000024000
7120|MQB|USAAP1319000
7121|MMS|USAAP1320000
7122|MXE|USAAP1321000
7123|MDI|NGA000014000
7124|MUS|JPN000111000
7125|MKJ|COG000018000
7126|MLP|PHL000058000
7127|MLD|USAAP1322000
7128|MFQ|NER000MFQ000
7129|MZK|KIR000012000
7130|MLQ|PNG000259000
7131|XMA|PHL000059000
7132|AAM|ZAF000048000
7133|RUS|SLB000031000
7134|YSP|CAN000362000
7135|MWG|PNG000260000
7136|WML|MDG000045000
7137|MQO|PNG000261000
7138|MMV|PNG000262000
7139|MXU|AUS000420000
7140|MYP|TKM00000M000
7141|RRE|MLI000004000
7142|MXD|AUS000421000
7143|MPY|GUF000002000
7144|ESG|PRY000010000
7145|MPT|IDN000143000
7146|MHN|USAAP1323000
7147|RRM|MOZ000022000
7148|MAP|PNG000263000
7149|MPI|PAN000021000
7150|MMF|CMR000018000
7151|MNJ|MDG000046000
7152|MGU|MMR000030000
7153|MNX|BRA000224000
7154|MXA|USA000MXA000
7155|YEM|CAN000363000
7156|UUU|PNG000264000
7157|MNO|COD000044000
7158|MPU|PNG000265000
7159|MBV|ITA000MCR000
7160|RBT|KEN000024000
7161|LMQ|LBY000013000
7162|MTZ|ISR000006000
7163|MSI|IDN000144000
7164|MZA|IND000098000
7165|MSW|ETH000041000
7166|XMI|TZA000011000
7167|MXB|IDN000145000
7168|MCA|GIN000003000
7169|MRX|IRN000058000
7170|MVU|AUS000422000
7171|YQA|CAN000364000
7172|MVZ|ZWE0000MV000
7173|UTB|AUS000423000
7174|MGI|USAAP1324000
7175|YNM|CAN000365000
7176|MWK|IDN000146000
7177|MAX|SEN0000MA000
7178|MSG|LSO000003000
7179|MTG|BRA0000MT000
7180|MSH|OMN000007000
7181|MSM|COD000045000
7182|MML|USAAP0266000
7183|ASL|USAAP0266000
7184|KCU|UGA000MSN000
7185|MWJ|GUY000018000
7186|MGV|AUS000424000
7187|MVI|PNG000266000
7188|MKA|CZE000004000
7189|MZE|BLZ000010000
7190|MRM|PNG000267000
7191|MGO|GAB000025000
7192|FMS|USAAP1325000
7193|MIU|NGA000015000
7194|OMM|OMN000008000
7195|MJH|SAU000022000
7196|MCJ|COL000114000
7197|VEG|GUY000019000
7198|MMZ|AFG000012000
7199|MIZ|AUS000425000
7200|MNK|KIR000013000
7201|XMD|USAAP0004000
7202|MXY|USAAP1326000
7203|MNW|AUS000426000
7204|ZFM|CAN000366000
7205|MYL|USAAP1327000
7206|MQW|USAAP1328000
7207|XMP|CAN000367000
7208|MLV|AUS000427000
7209|MAL|IDN000147000
7210|MBO|PHL000060000
7211|WMD|MDG000047000
7212|KMD|GAB000026000
7213|NDE|KEN000MAN000
7214|WMA|MDG000048000
7215|MAI|MWI000009000
7216|MGP|PNG000268000
7217|MFP|AUS000428000
7218|WMP|MDG000049000
7219|MNS|ZMB000012000
7220|NTJ|USAAP1329000
7221|MMC|MEX000048000
7222|MQA|AUS000429000
7223|JVI|USAAP1330000
7224|MJA|MDG000050000
7225|MNR|ZMB000013000
7226|MYZ|MWI000010000
7227|ONR|AUS000430000
7228|MYM|GUY000020000
7229|UAE|PNG000269000
7230|MJO|NAM000026000
7231|MBF|AUS000431000
7232|MBN|AUS000432000
7233|MFL|AUS000433000
7234|MVN|USAAP1331000
7235|MVW|USAAP1331000
7236|MHO|AUS000434000
7237|MKV|AUS000435000
7238|MTC|USAAP1332000
7239|NFB|USAAP1332000
7240|WME|AUS000436000
7241|GSN|AUS000437000
7242|MCL|USAAP1333000
7243|MOP|USAAP0743000
7244|MSD|USAAP0743000
7245|MTD|AUS000438000
7246|MSF|AUS000439000
7247|MWS|USAAP1334000
7248|MUU|USAAP1335000
7249|MNV|AUS000440000
7250|MBZ|BRA000225000
7251|GMV|USAAP1336000
7252|YMA|IRL0000MY000
7253|NRB|USAAP1337000
7254|MND|COL000115000
7255|RTY|AUS000441000
7256|MDV|GAB000027000
7257|MFV|USAAP1338000
7258|MEF|TCD000011000
7259|MDF|USAAP1339000
7260|MKB|GAB000028000
7261|MYK|USAAP1340000
7262|MFX|FRA000093000
7263|MRH|PNG000270000
7264|MDB|BLZ000011000
7265|MZX|ETH000042000
7266|YPN|CAN000368000
7267|YAQ|CAN000369000
7268|MFZ|PNG000271000
7269|MVG|GAB000029000
7270|NDM|ETH000043000
7271|LNF|PNG000272000
7272|MXO|USAAP0682000
7273|MQQ|TCD000012000
7274|MWV|KHM000006000
7275|MDM|PNG000273000
7276|MOJ|SUR000006000
7277|MVO|TCD000013000
7278|MNE|AUS000442000
7279|MOE|MMR000031000
7280|YMF|CAN000370000
7281|SIY|USAAP1341000
7282|MTP|USAAP1342000
7283|MHW|BOL000022000
7284|MTB|COL000116000
7285|MOY|MEX000MTY000
7286|MTU|MOZ000023000
7287|MGK|MMR000032000
7288|ZVA|MDG000051000
7289|FME|USAAP1343000
7290|MDO|USAAP1344000
7291|MQG|NAM000027000
7292|MIY|AUS000443000
7293|MPD|PAK000034000
7294|MLF|USAAP1345000
7295|MFN|NZL000047000
7296|MIV|USAAP1346000
7297|MFS|COL000117000
7298|MJR|ARG000053000
7299|MWY|AUS000444000
7300|GIM|GAB000030000
7301|MIX|COL000118000
7302|MYO|AUS000445000
7303|MQH|BRA000226000
7304|MZC|GAB000031000
7305|MTQ|AUS000446000
7306|MIH|AUS000447000
7307|MXQ|AUS000448000
7308|MIP|ISR000007000
7309|MPX|PNG000274000
7310|MWD|PAK000035000
7311|MZD|ECU000016000
7312|MEV|USAAP1347000
7313|MDP|IDN000148000
7314|YLP|CAN000371000
7315|MZN|PNG000275000
7316|XML|AUS000449000
7317|NTM|BRA000227000
7318|MXJ|NGA000016000
7319|YAV|CAN000372000
7320|MRL|AUS000450000
7321|MNH|LKA000007000
7322|MIN|AUS000451000
7323|MVX|GAB000032000
7324|MRN|USAAP1348000
7325|OSM|IRQ000005000
7326|MOS|USAAP1349000
7327|MFJ|FJI000022000
7328|ONI|IDN000149000
7329|NWA|COM000003000
7330|BDV|COD000046000
7331|MGX|GAB000033000
7332|MBG|USAAP1350000
7333|MWR|ZAF000049000
7334|MET|AUS000452000
7335|YMD|CAN000373000
7336|MAW|USAAP1351000
7337|MHY|PNG000276000
7338|OXY|AUS000453000
7339|MKH|LSO00000J000
7340|MJJ|PNG000277000
7341|MVQ|BLR0000MA000
7342|MWB|AUS000454000
7343|MHF|COL000119000
7344|MOX|USAAP1352000
7345|OZP|ESP000023000
7346|OBM|PNG0000MR000
7347|OTI|IDN000150000
7348|MRT|AUS000455000
7349|MMW|MOZ000024000
7350|MSX|COG000019000
7351|MTI|CPV000006000
7352|MQR|COL000120000
7353|MVF|BRA000228000
7354|OTA|ETH000044000
7355|MZB|MOZ000025000
7356|MYS|ETH000045000
7357|OYL|KEN000025000
7358|MBP|PER000021000
7359|RDE|IDN000151000
7360|MYN|YEM000013000
7361|YML|CAN000374000
7362|DRA|USAAP1353000
7363|MMQ|ZMB000014000
7364|MBQ|UGA000MBR000
7365|MBU|SLB000032000
7366|MBI|TZA0000MB000
7367|MBC|GAB000034000
7368|MBR|MRT000015000
7369|MUQ|AUS000456000
7370|MBM|ZAF000050000
7371|MBD|ZAF000051000
7372|MUM|KEN000026000
7373|MWN|TZA000012000
7374|MEW|COD000047000
7375|MZF|ZAF000052000
7376|PKK|MMR000033000
7377|PDC|NCL000010000
7378|MUD|MOZ000026000
7379|MOO|AUS000457000
7380|MVK|AUS000458000
7381|GUV|PNG000278000
7382|GBQ|BHR000002000
7383|MOM|MRT000016000
7384|UKR|YEM000014000
7385|MPC|IDN000152000
7386|OOR|AUS000459000
7387|MPP|PAN000022000
7388|ULS|COL000121000
7389|MWT|AUS000460000
7390|MUG|MEX000049000
7391|LII|IDN000153000
7392|MXM|MDG000052000
7393|RAQ|IDN000154000
7394|MWU|PNG000279000
7395|MHI|DJI000003000
7396|YAD|CAN000375000
7397|MQV|DZA000017000
7398|MUF|IDN000155000
7399|MUJ|ETH000046000
7400|MUY|COG000020000
7401|MZU|IND000099000
7402|PID|BHS000026000
7403|EGL|ETH000047000
7404|GBF|PNG000280000
7405|GXG|AGO000027000
7406|NEK|ETH000048000
7407|NVY|IND000100000
7408|NTA|FJI000023000
7409|NPP|AUS000461000
7410|NAE|BEN000002000
7411|NDN|PNG000281000
7412|NGN|PAN000023000
7413|NAL|RUS000NAL000
7414|NFR|LBY000014000
7415|MNC|MOZ000027000
7416|NNK|USAAP1354000
7417|NRM|MLI000005000
7418|NUR|AUS000462000
7419|NLL|AUS000463000
7420|NRG|AUS000464000
7421|ZNU|CAN000376000
7422|FOO|IDN000156000
7423|NMR|AUS000465000
7424|NAU|PYF000034000
7425|ASH|USA0NHASH000
7426|YNP|CAN000377000
7427|NAJ|AZE0000NX000
7428|ZNC|USAAP1355000
7429|NMT|MMR000034000
7430|ZGL|AUS000466000
7431|SQC|AUS000467000
7432|NMS|MMR000035000
7433|SQY|BRA000229000
7434|NZW|USAAP1356000
7435|NPO|IDN000157000
7436|NBA|PNG000282000
7437|NBR|AUS000468000
7438|NND|MOZ000028000
7439|NAM|IDN000158000
7440|NRE|IDN000159000
7441|LQN|AFG000013000
7442|NOO|NRU000001000
7443|NCI|COL000122000
7444|NEJ|ETH000049000
7445|WNS|PAK000036000
7446|LRL|TGO000001000
7447|NIO|COD000048000
7448|NIK|SEN000005000
7449|HMJ|UKR000100000
7450|NIF|AUS000469000
7451|NIG|KIR000014000
7452|YKE|CAN000378000
7453|NLS|AUS000470000
7454|NCT|CRI000019000
7455|IMZ|AFG000014000
7456|ENN|USAAP1357000
7457|NPG|PNG000283000
7458|NYE|KEN000027000
7459|NEF|RUS000073000
7460|NIA|LBR0000NI000
7461|NGR|PNG000284000
7462|NYN|AUS000471000
7463|OXC|USA0OHOXC000
7464|UOX|USA0OHOXC000
7465|OXD|USA0OHOXC000
7466|ONP|USA0CANWH000
7467|EFK|USA0CANWH000
7468|ECS|USA000ECS000
7469|NRY|GBRNIRNYM000
7470|NIX|MLI000006000
7471|NKB|AUS000472000
7472|NUH|COL000123000
7473|NUG|PNG000285000
7474|NUK|PYF000035000
7475|XNU|BFA000018000
7476|NHS|PAK000037000
7477|UTD|AUS000473000
7478|NUT|PNG000286000
7479|NZO|KEN000028000
7480|NOR|ISL000028000
7481|NVR|RUS000VUS000
7482|NOG|MEX000NOG000
7483|NUJ|IRN000059000
7484|FTK|USAAP1358000
7485|OIC|USA000OIC000
7486|OWK|USAAP1359000
7487|NOM|PNG000287000
7488|NMN|PNG000288000
7489|NON|KIR000015000
7490|NSA|AUS000474000
7491|OBK|USAAP1360000
7492|NHT|GBR000087000
7493|NWT|PNG000289000
7494|NOT|USAAP1361000
7495|OPI|AUS000475000
7496|EUC|AUS000476000
7497|OEC|IDN000160000
7498|OFJ|ISL000029000
7499|OMG|NAM000028000
7500|ZOF|CAN000379000
7501|OCA|USAAP1362000
7502|NTU|USAAP1363000
7503|OCI|USAAP1364000
7504|PRL|USAAP1365000
7505|OWE|GAB000035000
7506|PPZ|VEN000040000
7507|PPU|MMR000036000
7508|PRD|AUS000477000
7509|LMZ|ITA000PMF000
7510|PTM|VEN000041000
7511|PFA|USAAP1366000
7512|PHK|USAAP1367000
7513|PKL|NZL000048000
7514|PKD|USAAP1368000
7515|KPK|USAAP1369000
7516|YDE|CAN000380000
7517|PKO|BEN000003000
7518|PMT|GUY000021000
7519|PPX|PNG000290000
7520|PAJ|PAK000038000
7521|PLF|TCD000014000
7522|EUO|COL000124000
7523|PAL|COL000125000
7524|PRR|GUY000022000
7525|OEM|SUR000007000
7526|XPA|BFA000019000
7527|PAY|MYS000034000
7528|PAQ|USAAP1370000
7529|PMX|USAAP1370000
7530|PAW|PNG000291000
7531|PMK|AUS000478000
7532|PGB|PNG000292000
7533|PNV|LTU0000PA000
7534|PMM|THA000117000
7535|PSV|GBR000088000
7536|VDP|VEN000042000
7537|PTZ|ECU00000Y000
7538|AOL|ARG000054000
7539|PRB|USAAP1371000
7540|PFJ|ISL000030000
7541|PTN|USA0NJPAT000
7542|NHK|USAAP1372000
7543|PWI|ETH000050000
7544|IXT|IND000101000
7545|PPR|IDN000161000
7546|PYN|COL000126000
7547|PLE|PNG000293000
7548|YPP|CAN000381000
7549|PIC|TCA000006000
7550|ZPO|CAN000382000
7551|XPR|USAAP1373000
7552|PBK|USAAP1374000
7553|PMU|USAAP1375000
7554|PDU|URY0000PA000
7555|PDE|AUS000479000
7556|PNU|USAAP1376000
7557|PGN|PNG000294000
7558|PGH|IND000102000
7559|PPM|USAAP1377000
7560|PKN|IDN000162000
7561|PEB|MOZ000029000
7562|PJC|PRY000011000
7563|PDZ|VEN000043000
7564|PCE|USAAP1378000
7565|PLR|USAAP1379000
7566|PEL|LSO000004000
7567|PPH|VEN000044000
7568|FPY|USA0INPRO000
7569|PYL|USAAP1380000
7570|PMQ|ARG000055000
7571|YBB|CAN000383000
7572|PPE|MEX000050000
7573|PEP|AUS000480000
7574|PBY|AUS000481000
7575|PMB|USAAP1381000
7576|UMA|CUB000025000
7577|PCB|IDN000163000
7578|PDO|IDN000164000
7579|PMG|BRA000230000
7580|PDD|MOZ000030000
7581|LCB|BRA000231000
7582|PIG|BRA000232000
7583|LPJ|VEN000045000
7584|GPO|ARG000056000
7585|PIW|CAN000384000
7586|LQK|USAAP1382000
7587|PIV|BRA000233000
7588|PIL|PRY000012000
7589|PMP|PNG000295000
7590|PBQ|BRA000234000
7591|PEF|DEU000062000
7592|PHI|BRA000235000
7593|PEY|AUS000482000
7594|PIQ|GUY000023000
7595|PGS|USAAP1383000
7596|PTX|COL000127000
7597|PZY|SVK000003000
7598|PWN|BHS000027000
7599|WPC|CAN000385000
7600|POE|USAAP1384000
7601|PUN|COD000049000
7602|PUA|PNG000296000
7603|PMH|USAAP1385000
7604|PUK|PYF000036000
7605|PKP|PYF000037000
7606|PZK|COK000008000
7607|LAC|MYS000035000
7608|PBG|USAAP0056000
7609|PUO|USAAP1386000
7610|PLC|COL000128000
7611|PLA|COL000129000
7612|PKJ|GTM000012000
7613|PLD|CRI000020000
7614|PTR|USAAP1387000
7615|PRV|CZE000005000
7616|PUI|PNG000297000
7617|PRQ|ARG000057000
7618|PRK|ZAF000053000
7619|PNN|USAAP0700000
7620|PWD|USAAP1388000
7621|PRW|USAAP1389000
7622|PPC|USAAP1390000
7623|PVS|RUS000074000
7624|PYO|ECU000017000
7625|PWO|COD000050000
7626|ZER|IND000103000
7627|TCH|GAB000036000
7628|TIL|CAN000386000
7629|THC|LBR000006000
7630|CJH|CAN000387000
7631|IVO|COL000130000
7632|CIQ|GTM000013000
7633|CHB|PAK000039000
7634|CFK|DZA000018000
7635|HCW|USAAP1391000
7636|CHZ|USAAP1392000
7637|TSD|ZAF000054000
7638|CHJ|ZWE000007000
7639|CZO|USAAP1393000
7640|CXC|USAAP1394000
7641|UNE|LSO000005000
7642|CCN|AFG000015000
7643|CYC|BLZ000012000
7644|JDN|USAAP1395000
7645|CKH|RUS000075000
7646|HOS|ARG000058000
7647|GTT|AUS000483000
7648|GEE|AUS000484000
7649|KCN|USAAP1396000
7650|CYX|RUS000076000
7651|CKC|UKR000024000
7652|CBC|AUS000485000
7653|CRH|AUS000486000
7654|CKA|USAAP1397000
7655|CKK|USAAP1398000
7656|CEX|USAAP1399000
7657|HTW|USA0VAHTW000
7658|CHM|PER000CHM000
7659|CGT|MRT000017000
7660|WAL|USAAP1400000
7661|JUN|AUS000487000
7662|CCZ|BHS000028000
7663|DGK|MOZ000031000
7664|SXS|MYS000036000
7665|SOB|HUN000003000
7666|SNT|COL000131000
7667|SQU|PER000022000
7668|AFZ|IRN000060000
