id|abbreviation|language|code|country|state|city|district|description
71386||zh_cn|USA0ALMGJ000|美国|阿拉巴马|蒙哥马利|蒙哥马利|美国-阿拉巴马-蒙哥马利
71387||zh_cn|MEX000LOV000|墨西哥|蒙克洛瓦|蒙克洛瓦||墨西哥-蒙克洛瓦
71388||zh_cn|USA0MISIY000|美国|密歇根|蒙塔古|蒙塔古|美国-密歇根-蒙塔古
71389||zh_cn|USA0NYMTP000|美国|纽约|蒙塔克角|蒙塔克角|美国-纽约-蒙蒂塞洛
71390||zh_cn|BGR000OZA000|保加利亚|蒙塔纳|蒙塔纳||保加利亚-蒙塔纳
71391||zh_cn|USA0CAMRY000|美国|加利福尼亚|蒙特雷|蒙特雷|美国-加利福尼亚-蒙特雷
71392||zh_cn|MEX000MTY000|墨西哥|蒙特雷|蒙特雷||墨西哥-蒙特雷
71393||zh_cn|CAN000MTR000|加拿大|蒙特利尔|蒙特利尔||加拿大-蒙特利尔
71394||zh_cn|USA0COMTJ000|美国|科罗拉多|蒙特罗斯|蒙特罗斯|美国-科罗拉多-蒙特罗斯
71395||zh_cn|LBR0000MO000|利比里亚|蒙特塞拉多|蒙特塞拉多||利比里亚-蒙特塞拉多
71396||zh_cn|ITA000MZA000|意大利|蒙扎|蒙扎||意大利-蒙扎
71397||zh_cn|MMR0000MN000|缅甸|孟邦|孟邦||缅甸-孟邦
71398||zh_cn|USA0TNMEM000|美国|田纳西|孟菲斯|孟菲斯|美国-田纳西-孟菲斯
71399||zh_cn|USA0IANSE000|美国|爱荷华|弥尔顿|弥尔顿|美国-爱荷华-弥尔顿
71400||zh_cn|USA0MDFME000|美国|马里兰|米德堡|米德堡|美国-马里兰-米德堡
71401||zh_cn|NLD000MDL000|荷兰|米德尔堡|米德尔堡||荷兰-米德尔堡
71402||zh_cn|ZAF000MDB000|南非|米德尔堡|米德尔堡||南非-米德尔堡
71403||zh_cn|USA0OHMWO000|美国|俄亥俄|米德尔敦|米德尔敦|美国-俄亥俄-米德尔敦
71404||zh_cn|USA0CTXIN000|美国|康涅狄格|米德尔顿|米德尔顿|美国-康涅狄格-米德尔顿
71405||zh_cn|USA0AKMDO000|美国|阿拉斯加|米德尔顿岛|米德尔顿岛|美国-阿拉斯加-米德尔顿岛
71406||zh_cn|USA0TXMAF000|美国|德克萨斯|米德兰|米德兰|美国-德克萨斯-米德兰
71407||zh_cn|USA0PAMEJ000|美国|宾夕法尼亚|米德维尔|米德维尔|美国-宾夕法尼亚-米德维尔
71408||zh_cn|PNG0000MB000|巴布亚新几内亚|米尔恩湾|米尔恩湾||巴布亚新几内亚-米尔恩湾
71409||zh_cn|USA0DEMLF000|美国|特拉华|米尔福德|米尔福德|美国-特拉华-米尔福德
71410||zh_cn|USA0DEMIV000|美国|特拉华|米尔维尔|米尔维尔|美国-特拉华-米尔维尔
71411||zh_cn|KEN000MIG000|肯尼亚|米戈利|米戈利||肯尼亚-米戈利
71412||zh_cn|FIN000MIK000|芬兰|米凯利|米凯利||芬兰-米凯利
71413||zh_cn|GTM000MIX000|危地马拉|米克斯科|米克斯科||危地马拉-米克斯科
71414||zh_cn|ITA000MIL000|意大利|米兰|米兰||意大利-米兰
71415||zh_cn|VEN00000M000|委内瑞拉|米兰达|米兰达||委内瑞拉-米兰达
71416||zh_cn|USA0MEMLT000|美国|缅因|米利诺基特|米利诺基特|美国-缅因-米利诺基特
71417||zh_cn|USA0GAMLJ000|美国|佐治亚|米利奇维尔|米利奇维尔|美国-佐治亚-米利奇维尔
71418||zh_cn|BRA0000MG000|巴西|米纳斯吉拉斯|米纳斯吉拉斯||巴西-米纳斯吉拉斯
71419||zh_cn|PRT000MLI000|葡萄牙|米尼奥-利马|米尼奥-利马||葡萄牙-米尼奥-利马
71420||zh_cn|USA0WIARV000|美国|威斯康星|米诺阔|米诺阔|美国-威斯康星-米诺阔
71421||zh_cn|USA0SDMHE000|美国|南达科他|米切尔|米切尔|美国-南达科他-米切尔
71422||zh_cn|POL000MYL000|波兰|米什洛维采|米什洛维采||波兰-米什洛维采
71423||zh_cn|IRL0000MT000|爱尔兰|米斯|米斯||爱尔兰-米斯
71424||zh_cn|USA0MTMSO000|美国|蒙大拿|米苏拉|米苏拉|美国-蒙大拿-米苏拉
71425||zh_cn|PRY0000MI000|巴拉圭|米西奥内斯|米西奥内斯||巴拉圭-米西奥内斯
71426||zh_cn|USA0ILVYS000|美国|伊利诺斯|秘鲁|秘鲁|美国-伊利诺斯-秘鲁
71427||zh_cn|AZE000MQA000|阿塞拜疆|密尔-卡拉巴赫|密尔-卡拉巴赫||阿塞拜疆-密尔-卡拉巴赫
71428||zh_cn|USA0WIMKE000|美国|威斯康星|密尔沃基|密尔沃基|美国-威斯康星-密尔沃基
71429||zh_cn|DZA000MIL000|阿尔及利亚|密拉|密拉||阿尔及利亚-密拉
71430||zh_cn|USA0INMGC000|美国|印第安那|密歇根城|密歇根城|美国-印第安那-密歇根城
71431||zh_cn|KOR044MIR000|韩国|庆尚南道|密阳市|密阳市|韩国-庆尚南道-密阳市
71432||zh_cn|CHN011028000|中国|北京|北京|密云|中国-北京-密云
71433|安县|zh_cn|CHN051007024|中国|四川|绵阳|安县|中国-四川-绵阳-安县
71434|北川羌族自治县|zh_cn|CHN051007026|中国|四川|绵阳|北川羌族自治县|中国-四川-绵阳-北川羌族自治县
71435|涪城区|zh_cn|CHN051007003|中国|四川|绵阳|涪城区|中国-四川-绵阳-涪城区
71436|江油市|zh_cn|CHN051007081|中国|四川|绵阳|江油市|中国-四川-绵阳-江油市
71437|平武县|zh_cn|CHN051007027|中国|四川|绵阳|平武县|中国-四川-绵阳-平武县
71438|三台县|zh_cn|CHN051007022|中国|四川|绵阳|三台县|中国-四川-绵阳-三台县
71439|盐亭县|zh_cn|CHN051007023|中国|四川|绵阳|盐亭县|中国-四川-绵阳-盐亭县
71440|游仙区|zh_cn|CHN051007004|中国|四川|绵阳|游仙区|中国-四川-绵阳-游仙区
71441|梓潼县|zh_cn|CHN051007025|中国|四川|绵阳|梓潼县|中国-四川-绵阳-梓潼县
71442||zh_cn|CHN051007000|中国|四川|绵阳|绵阳|中国-四川-绵阳
71443||zh_cn|CHN071012000|中国|台湾|苗栗县|苗栗县|中国-台湾-苗栗县
71444||zh_cn|MYS0SRBTU000|马来西亚|沙捞越|民都鲁|民都鲁|马来西亚-沙捞越-民都鲁
71445||zh_cn|CHN031012000|中国|上海|上海|闵行|中国-上海-闵行
71446||zh_cn|USA0NVMEV000|美国|内华达|明登|明登|美国-内华达-明登
71447||zh_cn|IDN0000BE000|印度尼西亚|明古鲁|明古鲁||印度尼西亚-明古鲁
71448||zh_cn|USA0MNMES000|美国|明尼苏达|明尼阿波利斯|明尼阿波利斯|美国-明尼苏达-明尼阿波利斯
71449||zh_cn|BLR0000MI000|白俄罗斯|明斯克市|明斯克市||白俄罗斯-明斯克市
71450||zh_cn|DEU000MUN000|德国|明斯特|明斯特||德国-明斯特
71451||zh_cn|USA0AKMNT000|美国|阿拉斯加|明托|明托|美国-阿拉斯加-明托
71452||zh_cn|ITA000MOD000|意大利|摩德纳|摩德纳||意大利-摩德纳
71453||zh_cn|RUS000MMK000|俄罗斯|摩尔曼斯克|摩尔曼斯克||俄罗斯-摩尔曼斯克
71454||zh_cn|USA0WVMGW000|美国|西佛吉尼亚|摩根敦|摩根敦|美国-西佛吉尼亚-摩根敦
71455||zh_cn|USA0NCMRN000|美国|北卡罗来纳|摩根顿|摩根顿|美国-北卡罗来纳-摩根顿
71456||zh_cn|CZE0000MO000|捷克|摩拉维亚-西里西亚|摩拉维亚-西里西亚||捷克共和国-摩拉维亚-西里西亚
71457||zh_cn|USA0WAMWH000|美国|华盛顿|摩塞斯莱克|摩塞斯莱克|美国-华盛顿-摩塞斯莱克
71458||zh_cn|USA000MOS000|美国|摩西角|摩西角||美国-摩西角
71459||zh_cn|USA0UTCNY000|美国|犹他|莫阿布|莫阿布|美国-犹他-莫阿布
71460||zh_cn|USA0ALMOB000|美国|阿拉巴马|莫比尔|莫比尔|美国-阿拉巴马-莫比尔
71461||zh_cn|USA0MOMBY000|美国|密苏里|莫伯利|莫伯利|美国-密苏里-莫伯利
71462||zh_cn|USA000MBG000|美国|莫布里奇|莫布里奇||美国-莫布里奇
71463||zh_cn|THA000049000|泰国|莫达汉|莫达汉||泰国-莫达汉
71464||zh_cn|USA0CAMOD000|美国|加利福尼亚|莫德斯托|莫德斯托|美国-加利福尼亚-莫德斯托
71465||zh_cn|USA0MOMAW000|美国|密苏里|莫尔登|莫尔登|美国-密苏里-莫尔登
71466||zh_cn|PNG0000NC000|巴布亚新几内亚|莫尔兹比港|莫尔兹比港||巴布亚新几内亚-莫尔兹比港
71467||zh_cn|LSO00000F000|莱索托|莫哈莱斯胡克|莫哈莱斯胡克||莱索托-莫哈莱斯胡克
71468||zh_cn|USA0CAMHV000|美国|加利福尼亚|莫哈韦|莫哈韦|美国-加利福尼亚-莫哈韦
71469||zh_cn|LSO00000J000|莱索托|莫霍特隆|莫霍特隆||莱索托-莫霍特隆
71470||zh_cn|BLR0000MA000|白俄罗斯|莫吉廖夫|莫吉廖夫||白俄罗斯-莫吉廖夫
71471||zh_cn|PER0000MO000|秘鲁|莫克瓜|莫克瓜||秘鲁-莫克瓜
71472||zh_cn|SLV0000MO000|萨尔瓦多|莫拉桑|莫拉桑||萨尔瓦多-莫拉桑
71473||zh_cn|USA0CAPML000|美国|加利福尼亚|莫勒港|莫勒港|美国-加利福尼亚-莫勒港
71474||zh_cn|MEX000MLM000|墨西哥|莫雷利亚|莫雷利亚||墨西哥-莫雷利亚
71475||zh_cn|USA0ARMPJ000|美国|阿肯色|莫里尔顿|莫里尔顿|美国-阿肯色-莫里尔顿
71476||zh_cn|USA0NJMOX000|美国|新泽西|莫里斯|莫里斯|美国-新泽西-莫里斯
71477||zh_cn|USA0NJMMU000|美国|新泽西|莫里斯敦|莫里斯敦|美国-新泽西-莫里斯敦
71478||zh_cn|USA0NJMOR000|美国|新泽西|莫里斯敦|莫里斯敦|美国-新泽西-莫里斯敦
71479||zh_cn|USA0ILMLI000|美国|伊利诺斯|莫林|莫林|美国-伊利诺斯-莫林
71480||zh_cn|PNG0000MR000|巴布亚新几内亚|莫罗贝|莫罗贝||巴布亚新几内亚-莫罗贝
71481||zh_cn|ECU00000S000|厄瓜多尔|莫罗纳－圣地亚哥|莫罗纳－圣地亚哥||厄瓜多尔-莫罗纳－圣地亚哥
71482||zh_cn|UGA000MRT000|乌干达|莫罗托|莫罗托||乌干达-莫罗托
71483||zh_cn|TZA0000MO000|坦桑尼亚|莫洛戈罗|莫洛戈罗||坦桑尼亚-莫洛戈罗
71484||zh_cn|USA0ARMIF000|美国|阿肯色|莫纳汉斯|莫纳汉斯|美国-阿肯色-莫纳汉斯
71485||zh_cn|VEN00000N000|委内瑞拉|莫纳加斯|莫纳加斯||委内瑞拉-莫纳加斯
71486||zh_cn|TUN0000MO000|突尼斯|莫纳斯提尔|莫纳斯提尔||突尼斯-莫纳斯提尔
71487||zh_cn|LKA000MON000|斯里兰卡|莫讷勒格勒|莫讷勒格勒||斯里兰卡-莫讷勒格勒
71488||zh_cn|IRL0000MG000|爱尔兰|莫内根|莫内根||爱尔兰-莫内根
71489||zh_cn|BEN0000MO000|贝宁|莫诺|莫诺||贝宁-莫诺
71490||zh_cn|MLI0000MP000|马里|莫普提|莫普提||马里-莫普提
71491||zh_cn|USA0AKKMY000|美国|阿拉斯加|莫塞尔湾|莫塞尔湾|美国-阿拉斯加-莫塞尔湾
71492||zh_cn|RUS000MOW000|俄罗斯|莫斯科|莫斯科||俄罗斯-莫斯科
71493||zh_cn|USA0IDMJL000|美国|爱达荷|莫斯科|莫斯科|美国-爱达荷-莫斯科
71494||zh_cn|DZA000MOS000|阿尔及利亚|莫斯塔加纳姆|莫斯塔加纳姆||阿尔及利亚-莫斯塔加纳姆
71495||zh_cn|CPV0000MO000|佛得角|莫斯特罗|莫斯特罗||佛得角-莫斯特罗
71496||zh_cn|AGO000MOX000|安哥拉|莫希科|莫希科||安哥拉-莫希科
71497||zh_cn|UGA000MOY000|乌干达|莫约|莫约||乌干达-莫约
71498||zh_cn|AUSVICMEL000|澳大利亚|维多利亚|墨尔本|墨尔本|澳大利亚-维多利亚-墨尔本
71499||zh_cn|USA0FLMLB000|美国|佛罗里达|墨尔本|墨尔本|美国-佛罗里达-墨尔本
71500||zh_cn|USA0IDZMU000|美国|爱达荷|墨菲|墨菲|美国-爱达荷-墨菲
71501||zh_cn|MEX000MEX000|墨西哥|墨西哥城|墨西哥城||墨西哥-墨西哥城
71502||zh_cn|MEX000MXL000|墨西哥|墨西卡利|墨西卡利||墨西哥-墨西卡利
71503||zh_cn|ITA000MSN000|意大利|墨西拿|墨西拿||意大利-墨西拿
71504||zh_cn|NOR000015000|挪威|默勒－鲁姆斯达尔|默勒－鲁姆斯达尔||挪威-默勒－鲁姆斯达尔
71505||zh_cn|USA0KYCEY000|美国|肯塔基|默里|默里|美国-肯塔基-默里
71506||zh_cn|AUS0SAMYB000|澳大利亚|南澳大利亚|默里布里奇|默里布里奇|澳大利亚-南澳大利亚-默里布里奇
71507||zh_cn|USA0MSMEI000|美国|密西西比|默里迪恩|默里迪恩|美国-密西西比-默里迪恩
71508||zh_cn|USA000DRA000|美国|默丘里|默丘里||美国-默丘里
71509||zh_cn|USA0CAMCE000|美国|加利福尼亚|默塞德|默塞德|美国-加利福尼亚-默塞德
71510||zh_cn|USA0SCMYR000|美国|南卡罗来纳|默特尔比奇|默特尔比奇|美国-南卡罗来纳-默特尔比奇
71511|爱民区|zh_cn|CHN023010004|中国|黑龙江|牡丹江|爱民区|中国-黑龙江-牡丹江-爱民区
71512|东安区|zh_cn|CHN023010002|中国|黑龙江|牡丹江|东安区|中国-黑龙江-牡丹江-东安区
71513|东宁县|zh_cn|CHN023010024|中国|黑龙江|牡丹江|东宁县|中国-黑龙江-牡丹江-东宁县
71514|海林市|zh_cn|CHN023010083|中国|黑龙江|牡丹江|海林市|中国-黑龙江-牡丹江-海林市
71515|林口县|zh_cn|CHN023010025|中国|黑龙江|牡丹江|林口县|中国-黑龙江-牡丹江-林口县
71516|穆棱市|zh_cn|CHN023010085|中国|黑龙江|牡丹江|穆棱市|中国-黑龙江-牡丹江-穆棱市
71517|宁安市|zh_cn|CHN023010084|中国|黑龙江|牡丹江|宁安市|中国-黑龙江-牡丹江-宁安市
71518|绥芬河市|zh_cn|CHN023010081|中国|黑龙江|牡丹江|绥芬河市|中国-黑龙江-牡丹江-绥芬河市
71519|西安区|zh_cn|CHN023010005|中国|黑龙江|牡丹江|西安区|中国-黑龙江-牡丹江-西安区
71520|阳明区|zh_cn|CHN023010003|中国|黑龙江|牡丹江|阳明区|中国-黑龙江-牡丹江-阳明区
71521||zh_cn|CHN023010000|中国|黑龙江|牡丹江|牡丹江|中国-黑龙江-牡丹江
71522||zh_cn|UGA000MBR000|乌干达|姆巴拉拉|姆巴拉拉||乌干达-姆巴拉拉
71523||zh_cn|SAU000MBR000|沙特阿拉伯|姆巴拉兹|姆巴拉兹||沙特阿拉伯-姆巴拉兹
71524||zh_cn|UGA000MBA000|乌干达|姆巴莱|姆巴莱||乌干达-姆巴莱
71525||zh_cn|TZA0000MB000|坦桑尼亚|姆贝亚|姆贝亚||坦桑尼亚-姆贝亚
71526||zh_cn|CAF0000MB000|中非|姆博穆|姆博穆||中非共和国-姆博穆
71527||zh_cn|ZAF000MZQ000|南非|姆库泽|姆库泽||南非-姆库泽
71528||zh_cn|UGA000MPI000|乌干达|姆皮吉|姆皮吉||乌干达-姆皮吉
71529||zh_cn|TZA0000MT000|坦桑尼亚|姆特瓦拉|姆特瓦拉||坦桑尼亚-姆特瓦拉
71530||zh_cn|TZA0000MW000|坦桑尼亚|姆万扎|姆万扎||坦桑尼亚-姆万扎
71531||zh_cn|DZA000MSI000|阿尔及利亚|姆西拉|姆西拉||阿尔及利亚-姆西拉
71532||zh_cn|PAK000MUX000|巴基斯坦|木尔坦|木尔坦||巴基斯坦-木尔坦
71533||zh_cn|MYS0SRMKM000|马来西亚|沙捞越|木胶|木胶|马来西亚-沙捞越-木胶
71534||zh_cn|KOR048MOK000|韩国|全罗南道|木浦市|木浦市|韩国-全罗南道-木浦市
71535||zh_cn|MYS0SRBTG000|马来西亚|沙捞越|木中|木中|马来西亚-沙捞越-木中
71536||zh_cn|DEU000MUC000|德国|慕尼黑|慕尼黑||德国-慕尼黑
71537||zh_cn|UGA000MUB000|乌干达|穆本德|穆本德||乌干达-穆本德
71538||zh_cn|ESP000MJV000|西班牙|穆尔西亚|穆尔西亚||西班牙-穆尔西亚
71539||zh_cn|AZE000MSA000|阿塞拜疆|穆甘-萨连|穆甘-萨连||阿塞拜疆-穆甘-萨连
71540||zh_cn|BHR000002000|巴林|穆哈拉格|穆哈拉格||巴林-穆哈拉格
71541||zh_cn|UGA000MUK000|乌干达|穆科诺|穆科诺||乌干达-穆科诺
71542||zh_cn|TUR000MUG000|土耳其|穆拉|穆拉||土耳其-穆拉
71543||zh_cn|MDV000MUA000|马尔代夫|穆拉库|穆拉库||马尔代夫-穆拉库
71544||zh_cn|BDI0000MU000|布隆迪|穆拉姆维亚|穆拉姆维亚||布隆迪-穆拉姆维亚
71545||zh_cn|LKA000MUL000|斯里兰卡|穆莱蒂武|穆莱蒂武||斯里兰卡-穆莱蒂武
71546||zh_cn|KEN000MUR000|肯尼亚|穆兰卡|穆兰卡||肯尼亚-穆兰卡
71547||zh_cn|ZAF000MOO000|南非|穆里斯堡|穆里斯堡||南非-穆里斯堡
71548||zh_cn|OMN0000MU000|阿曼|穆桑达姆省|穆桑达姆省||阿曼-穆桑达姆省
71549||zh_cn|TUR000MUS000|土耳其|穆什|穆什||土耳其-穆什
71550||zh_cn|USA0GAMGR000|美国|佐治亚|穆特里|穆特里|美国-佐治亚-穆特里
71551||zh_cn|BDI0000MW000|布隆迪|穆瓦洛|穆瓦洛||布隆迪-穆瓦洛
71552||zh_cn|BFA000MOU000|布基纳法索|穆翁|穆翁||布基纳法索-穆翁
71553||zh_cn|BDI0000MY000|布隆迪|穆因加|穆因加||布隆迪-穆因加
71554||zh_cn|MYS0SBLDU000|马来西亚|沙巴|拿笃|拿笃|马来西亚-沙巴-拿笃
71555||zh_cn|USA0FLAPF000|美国|佛罗里达|那不勒斯|那不勒斯|美国-佛罗里达-那不勒斯
71556||zh_cn|ITA000NAP000|意大利|那不勒斯|那不勒斯||意大利-那不勒斯
71557||zh_cn|THA000026000|泰国|那空那育|那空那育||泰国-那空那育
71558||zh_cn|THA000048000|泰国|那空帕农|那空帕农||泰国-那空帕农
71559||zh_cn|CHN065097000|中国|新疆|那拉提|那拉提|中国-新疆-那拉提
71560||zh_cn|BEL000WNA000|比利时|那慕尔|那慕尔||比利时-那慕尔
71561|安多县|zh_cn|CHN054024025|中国|西藏|那曲|安多县|中国-西藏-那曲-安多县
71562|巴青县|zh_cn|CHN054024029|中国|西藏|那曲|巴青县|中国-西藏-那曲-巴青县
71563|班戈县|zh_cn|CHN054024028|中国|西藏|那曲|班戈县|中国-西藏-那曲-班戈县
71564|比如县|zh_cn|CHN054024023|中国|西藏|那曲|比如县|中国-西藏-那曲-比如县
71565|嘉黎县|zh_cn|CHN054024022|中国|西藏|那曲|嘉黎县|中国-西藏-那曲-嘉黎县
71566|那曲县|zh_cn|CHN054024021|中国|西藏|那曲|那曲县|中国-西藏-那曲-那曲县
71567|尼玛县|zh_cn|CHN054024030|中国|西藏|那曲|尼玛县|中国-西藏-那曲-尼玛县
71568|聂荣县|zh_cn|CHN054024024|中国|西藏|那曲|聂荣县|中国-西藏-那曲-聂荣县
71569|申扎县|zh_cn|CHN054024026|中国|西藏|那曲|申扎县|中国-西藏-那曲-申扎县
71570|索县|zh_cn|CHN054024027|中国|西藏|那曲|索县|中国-西藏-那曲-索县
71571||zh_cn|CHN054024000|中国|西藏|那曲|那曲|中国-西藏-那曲
71572||zh_cn|DZA000NAA000|阿尔及利亚|纳阿马|纳阿马||阿尔及利亚-纳阿马
71573||zh_cn|MYS0SBNAB000|马来西亚|沙巴|纳巴湾|纳巴湾|马来西亚-沙巴-纳巴湾
71574||zh_cn|ECU00000D000|厄瓜多尔|纳波，奥雷利亚纳|纳波，奥雷利亚纳||厄瓜多尔-纳波，奥雷利亚纳
71575||zh_cn|TUN0000NA000|突尼斯|纳布勒|纳布勒||突尼斯-纳布勒
71576||zh_cn|RUS000NAL000|俄罗斯|纳尔奇克|纳尔奇克||俄罗斯-纳尔奇克
71577||zh_cn|NZL000NSN000|新西兰|纳尔逊|纳尔逊||新西兰-纳尔逊
71578||zh_cn|USA0AKNLG000|美国|阿拉斯加|纳尔逊拉戈|纳尔逊拉戈|美国-阿拉斯加-纳尔逊拉戈
71579||zh_cn|AZE000NQA000|阿塞拜疆|纳戈尔诺－卡拉巴赫|纳戈尔诺－卡拉巴赫||阿塞拜疆-纳戈尔诺－卡拉巴赫
71580||zh_cn|SAU0000NR000|沙特阿拉伯|纳季兰|纳季兰||沙特阿拉伯-纳季兰
71581||zh_cn|UGA000NAK000|乌干达|纳卡皮里皮里特|纳卡皮里皮里特||乌干达-纳卡皮里皮里特
71582||zh_cn|UGA000NKS000|乌干达|纳卡松戈拉|纳卡松戈拉||乌干达-纳卡松戈拉
71583||zh_cn|USA0TXOCH000|美国|德克萨斯|纳科多奇斯|纳科多奇斯|美国-德克萨斯-纳科多奇斯
71584||zh_cn|USA0AKNNK000|美国|阿拉斯加|纳克内克|纳克内克|美国-阿拉斯加-纳克内克
71585||zh_cn|KEN000NUU000|肯尼亚|纳库鲁|纳库鲁||肯尼亚-纳库鲁
71586||zh_cn|NPL0000NA000|尼泊尔|纳拉亚尼|纳拉亚尼||尼泊尔-纳拉亚尼
71587||zh_cn|COL000NAR000|哥伦比亚|纳里尼奥|纳里尼奥||哥伦比亚-纳里尼奥
71588||zh_cn|RUS000NNM000|俄罗斯|纳里扬马尔|纳里扬马尔||俄罗斯-纳里扬马尔
71589||zh_cn|KGZ00000N000|吉尔吉斯斯坦|纳伦|纳伦||吉尔吉斯斯坦-纳伦
71590||zh_cn|KEN000NAR000|肯尼亚|纳罗克|纳罗克||肯尼亚-纳罗克
71591||zh_cn|UZB0000NG000|乌兹别克斯坦|纳曼干|纳曼干||乌兹别克斯坦-纳曼干
71592||zh_cn|BFA000NAM000|布基纳法索|纳门滕加|纳门滕加||布基纳法索-纳门滕加
71593||zh_cn|AGO000NAM000|安哥拉|纳米贝|纳米贝||安哥拉-纳米贝
71594||zh_cn|MYS0LBLBU000|马来西亚|纳闽|纳闽|纳闽|马来西亚-纳闽-纳闽
71595||zh_cn|CAF0000KB000|中非|纳纳-格里比齐|纳纳-格里比齐||中非共和国-纳纳-格里比齐
71596||zh_cn|CAF0000NM000|中非|纳纳-曼贝雷|纳纳-曼贝雷||中非共和国-纳纳-曼贝雷
71597||zh_cn|USA0CAAPC000|美国|加利福尼亚|纳帕|纳帕|美国-加利福尼亚-纳帕
71598||zh_cn|USA0AKPKA000|美国|阿拉斯加|纳帕斯杰克|纳帕斯杰克|美国-阿拉斯加-纳帕斯杰克
71599||zh_cn|USA0MIHEZ000|美国|密歇根|纳奇兹|纳奇兹|美国-密歇根-纳奇兹
71600||zh_cn|CHE0000NE000|瑞士|纳沙泰尔|纳沙泰尔||瑞士-纳沙泰尔
71601||zh_cn|USA0TNBNA000|美国|田纳西|纳什维尔|纳什维尔|美国-田纳西-纳什维尔
71602||zh_cn|USA0NHASH000|美国|新罕布什尔|纳舒厄|纳舒厄|美国-新罕布什尔-纳舒厄
71603||zh_cn|USA000NZC000|美国|纳斯卡|纳斯卡||美国-纳斯卡
71604||zh_cn|ESP000NVV000|西班牙|纳瓦拉|纳瓦拉||西班牙-纳瓦拉
71605||zh_cn|UZB0000NW000|乌兹别克斯坦|纳沃伊|纳沃伊||乌兹别克斯坦-纳沃伊
71606||zh_cn|USA0AKNKI000|美国|阿拉斯加|纳乌吉蒂|纳乌吉蒂|美国-阿拉斯加-纳乌吉蒂
71607||zh_cn|BFA000NAH000|布基纳法索|纳乌里|纳乌里||布基纳法索-纳乌里
71608||zh_cn|AZE0000NX000|阿塞拜疆|纳希切万|纳希切万||阿塞拜疆-纳希切万
71609||zh_cn|BFA000NAY000|布基纳法索|纳亚拉|纳亚拉||布基纳法索-纳亚拉
71610||zh_cn|USA000ZNC000|美国|奈阿克|奈阿克||美国-奈阿克
71611||zh_cn|LBN0000NA000|黎巴嫩|奈拜提耶市|奈拜提耶市||黎巴嫩-奈拜提耶市
71612||zh_cn|USA0OHNLE000|美国|俄亥俄|奈尔斯|奈尔斯|美国-俄亥俄-奈尔斯
71613||zh_cn|JPN000029000|日本|奈良|奈良||日本-奈良
71614||zh_cn|NLD000NIJ000|荷兰|奈梅亨|奈梅亨||荷兰-奈梅亨
71615||zh_cn|USA0AKNME000|美国|阿拉斯加|奈特缪特|奈特缪特|美国-阿拉斯加-奈特缪特
71616||zh_cn|MDV000AAU000|马尔代夫|南阿里|南阿里||马尔代夫-南阿里
71617||zh_cn|GBRENGSTH000|英国|英格兰|南安普敦|南安普敦|英国-英格兰-南安普敦
71618||zh_cn|CHN050008000|中国|重庆|重庆|南岸|中国-重庆-南岸
71619||zh_cn|CIV0000SB000|科特迪瓦|南邦达马|南邦达马||科特迪瓦-南邦达马
71620||zh_cn|THA000051000|泰国|南奔|南奔||泰国-南奔
71621||zh_cn|USA0INSBN000|美国|印第安那|南本德|南本德|美国-印第安那-南本德
71622||zh_cn|USA0VTZBR000|美国|佛蒙特|南伯灵顿|南伯灵顿|美国-佛蒙特-南伯灵顿
71623||zh_cn|ERI0000DE000|厄立特里亚|南部|南部||厄立特里亚-南部
71624||zh_cn|CMR000SUD000|喀麦隆|南部|南部||喀麦隆-南部
71625||zh_cn|LBN0000JA000|黎巴嫩|南部|南部||黎巴嫩-南部
71626||zh_cn|SLE00000S000|塞拉利昂|南部|南部||塞拉利昂-南部
71627||zh_cn|PNG0000SH000|巴布亚新几内亚|南部高地|南部高地||巴布亚新几内亚-南部高地
71628||zh_cn|MWI00000S000|马拉维|南部区|南部区||马拉维-南部区
71629|安义县|zh_cn|CHN036001023|中国|江西|南昌|安义县|中国-江西-南昌-安义县
71630|东湖区|zh_cn|CHN036001002|中国|江西|南昌|东湖区|中国-江西-南昌-东湖区
71631|进贤县|zh_cn|CHN036001024|中国|江西|南昌|进贤县|中国-江西-南昌-进贤县
71632|南昌县|zh_cn|CHN036001021|中国|江西|南昌|南昌县|中国-江西-南昌-南昌县
71633|青山湖区|zh_cn|CHN036001011|中国|江西|南昌|青山湖区|中国-江西-南昌-青山湖区
71634|青云谱区|zh_cn|CHN036001004|中国|江西|南昌|青云谱区|中国-江西-南昌-青云谱区
71635|湾里区|zh_cn|CHN036001005|中国|江西|南昌|湾里区|中国-江西-南昌-湾里区
71636|西湖区|zh_cn|CHN036001003|中国|江西|南昌|西湖区|中国-江西-南昌-西湖区
71637|新建县|zh_cn|CHN036001022|中国|江西|南昌|新建县|中国-江西-南昌-新建县
71638||zh_cn|CHN036001000|中国|江西|南昌|南昌|中国-江西-南昌
71639|高坪区|zh_cn|CHN051013003|中国|四川|南充|高坪区|中国-四川-南充-高坪区
71640|嘉陵区|zh_cn|CHN051013004|中国|四川|南充|嘉陵区|中国-四川-南充-嘉陵区
71641|阆中市|zh_cn|CHN051013081|中国|四川|南充|阆中市|中国-四川-南充-阆中市
71642|南部县|zh_cn|CHN051013021|中国|四川|南充|南部县|中国-四川-南充-南部县
71643|蓬安县|zh_cn|CHN051013023|中国|四川|南充|蓬安县|中国-四川-南充-蓬安县
